"CIS";"CIP13";"CIP7";"NOM_CIP13";"statut";"action";"dateAction";"libelle";"agrement";"taux";"prixHorsHono";"prixTotal";"honoraires";"denomination";"dateAMM";"numAMMCE";"nomCIS";"numFamille";"type";"tri";"denomination_ss_labo";"nb_CIS";"unite";"contenance";"unite2";"unite_final"
"61609749";"3400937321006";"3732100";"ALFUZOSINE BIOGARAN LP 10 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2006-05-12;"plaquette(s) PVC-Aluminium de 30 comprimé(s)";"oui";"30%";"11,67";"12,69";"1,02";"ALFUZOSINE BIOGARAN L.P. 10 mg, comprime pellicule a liberation prolongee";"2006-02-08";"";"ALFUZOSINE BIOGARAN L.P. 10 mg";"422";"1";2;"ALFUZOSINE L.P. 10 mg, comprimé pelliculé à libération prolongée";1;1;NA;30;30
"61610687";"3400941656729";"4165672";"LEVETIRACETAM BIOGARAN 1000 MG CPR SEC 60";"Présentation active";"Déclaration de commercialisation";2011-08-25;"plaquette(s) PVC-Aluminium de 60 comprimé(s)";"oui";"65%";"25,41";"26,43";"1,02";"LEVETIRACETAM BIOGARAN 1000 mg, comprime pellicule secable";"2011-05-27";"";"LEVETIRACETAM BIOGARAN 1000 mg";"1025";"1";10;"LEVETIRACETAM 1000 mg, comprimé pelliculé sécable";1;1;NA;60;60
"61611472";"3400921971361";"2197136";"GALANTAMINE ZENTIVA LAB 24 MG GELULE 28";"Présentation active";"Déclaration de commercialisation";2012-06-11;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 gélule(s)";"oui";"15%";"22,25";"23,27";"1,02";"GALANTAMINE ZENTIVA LAB LP 24 mg, gelule a liberation prolongee";"2012-01-13";"";"GALANTAMINE ZENTIVA LAB LP 24 mg";"1041";"1";11;"GALANTAMINE 24 mg, gélule à libération prolongée";1;1;NA;28;28
"61613128";"3400937103923";"3710392";"SPIRAMYCINE/METRONIDAZOLE ZYDUS 1,5MUI/250MG CPR 10";"Présentation active";"Déclaration de commercialisation";2006-11-24;"plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s)";"oui";"65%";"5,49";"6,51";"1,02";"SPIRAMYCINE/METRONIDAZOLE ZYDUS 1,5 M.U.I./250 mg, comprime pellicule";"2005-11-24";"";"SPIRAMYCINE/METRONIDAZOLE ZYDUS 1,5 M.U.I./250 mg";"354";"1";14;"SPIRAMYCINE/METRONIDAZOLE 1,5 M.U.I./250 mg, comprimé pelliculé";1;1;NA;10;10
"61613167";"3400933548100";"3354810";"IKOREL 10MG CPR 30";"Présentation active";"Déclaration de commercialisation";1994-09-19;"film(s) aluminium de 30 comprimé(s)";"oui";"65%";"4,61";"5,63";"1,02";"IKOREL 10 mg, comprime secable";"1992-08-12";"";"IKOREL 10 mg";"478";"0";2;"IKOREL 10 mg, comprimé sécable";1;1;NA;30;30
"61613434";"3400936241909";"3624190";"OXYNORM 5MG GELULE 14";"Présentation active";"Déclaration de commercialisation";2004-07-01;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 14 gélule(s)";"oui";"65%";"2,19";"3,21";"1,02";"OXYNORM 5 mg, gelule";"2003-06-11";"";"OXYNORM 5 mg";"1354";"0";1;"OXYNORM 5 mg, gélule";1;1;NA;14;14
"61614493";"3400921619546";"2161954";"VALSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 160 MG/12,5 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2011-11-15;"plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)";"oui";"65%";"13,19";"15,95";"2,76";"VALSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 160 mg/12,5 mg, comprime pellicule";"2011-08-08";"";"VALSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 160 mg/12,5 mg";"849";"1";7;"VALSARTAN/HYDROCHLOROTHIAZIDE 160 mg/12,5 mg, comprimé pelliculé";2;1;NA;90;90
"61614493";"3400921619195";"2161919";"VALSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 160 MG/12,5 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2011-11-15;"plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)";"oui";"65%";"4,57";"5,59";"1,02";"VALSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 160 mg/12,5 mg, comprime pellicule";"2011-08-08";"";"VALSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 160 mg/12,5 mg";"849";"1";7;"VALSARTAN/HYDROCHLOROTHIAZIDE 160 mg/12,5 mg, comprimé pelliculé";2;1;NA;30;30
"61616875";"3400930031902";"3003190";"PREGABALINE EVOLUGEN 25 MG GELULE 84";"Présentation active";"Déclaration de commercialisation";2016-02-23;"plaquette(s) PVC aluminium de 84 gélule(s)";"oui";"65%";"8,33";"9,35";"1,02";"PREGABALINE EVOLUGEN 25 mg, gelule";"2015-12-08";"";"PREGABALINE EVOLUGEN 25 mg";"1249";"1";7;"PREGABALINE 25 mg, gélule";2;1;NA;84;84
"61616875";"3400930031896";"3003189";"PREGABALINE EVOLUGEN 25 MG GELULE 56";"Présentation active";"Déclaration de commercialisation";2016-02-23;"plaquette(s) PVC aluminium de 56 gélule(s)";"oui";"65%";"5,55";"6,57";"1,02";"PREGABALINE EVOLUGEN 25 mg, gelule";"2015-12-08";"";"PREGABALINE EVOLUGEN 25 mg";"1249";"1";7;"PREGABALINE 25 mg, gélule";2;1;NA;56;56
"61621580";"3400922012575";"2201257";"GALANTAMINE CRISTERS LP 24 MG GELULE 28";"Présentation active";"Déclaration de commercialisation";2014-04-02;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 gélule(s)";"oui";"15%";"22,25";"23,27";"1,02";"GALANTAMINE CRISTERS LP 24 mg, gelule a liberation prolongee";"2012-01-13";"";"GALANTAMINE CRISTERS LP 24 mg";"1041";"1";4;"GALANTAMINE 24 mg, gélule à libération prolongée";1;1;NA;28;28
"61621687";"3400939491301";"3949130";"ONDANSETRON CRISTERS 8 MG CPR 2";"Présentation active";"Déclaration de commercialisation";2009-12-18;"plaquette(s) polyamide aluminium PVC-Aluminium de 2 comprimé(s)";"oui";"65%";"5,02";"6,04";"1,02";"ONDANSETRON CRISTERS 8 mg, comprime pellicule";"2009-06-05";"";"ONDANSETRON CRISTERS 8 mg";"500";"1";4;"ONDANSETRON 8 mg, comprimé pelliculé";2;1;NA;2;2
"61621687";"3400939491530";"3949153";"ONDANSETRON CRISTERS 8 MG CPR 4";"Présentation active";"Déclaration de commercialisation";2009-12-18;"plaquette(s) polyamide aluminium PVC-Aluminium de 4 comprimé(s)";"oui";"65%";"10,19";"11,21";"1,02";"ONDANSETRON CRISTERS 8 mg, comprime pellicule";"2009-06-05";"";"ONDANSETRON CRISTERS 8 mg";"500";"1";4;"ONDANSETRON 8 mg, comprimé pelliculé";2;1;NA;4;4
"61623204";"3400930012338";"3001233";"PRAMIPEXOLE SANDOZ LP 1,05 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2016-10-21;"plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"17,56";"18,58";"1,02";"PRAMIPEXOLE SANDOZ LP 1,05 mg, comprime a liberation prolonge";"2015-12-24";"";"PRAMIPEXOLE SANDOZ LP 1,05 mg";"1173";"1";3;"PRAMIPEXOLE 1,05 mg, comprimé à libération prolongé";1;1;NA;30;30
"61624263";"3400939656892";"3965689";"OMEPRAZOLE NEPENTHES 20 MG CAPSULE 14";"Présentation active";"Déclaration de commercialisation";2013-04-30;"flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s) muni d'une capsule polypropylène";"oui";"65%";"2,56";"3,58";"1,02";"OMEPRAZOLE NEPENTHES 20 mg, gelule gastro-resistante";"2009-08-27";"";"OMEPRAZOLE NEPENTHES 20 mg";"14";"1";24;"OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante";3;1;NA;14;14
"61624263";"3400939656953";"3965695";"OMEPRAZOLE NEPENTHES 20 MG CAPSULE 28";"Présentation active";"Déclaration de commercialisation";2013-04-30;"flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s) muni d'une capsule polypropylène";"oui";"65%";"5,05";"6,07";"1,02";"OMEPRAZOLE NEPENTHES 20 mg, gelule gastro-resistante";"2009-08-27";"";"OMEPRAZOLE NEPENTHES 20 mg";"14";"1";24;"OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante";3;1;NA;28;28
"61624263";"3400939656724";"3965672";"OMEPRAZOLE NEPENTHES 20 MG CAPSULE 7";"Présentation active";"Déclaration de commercialisation";2013-04-30;"flacon(s) polyéthylène haute densité (PEHD) de 7 gélule(s) muni d'une capsule polypropylène";"oui";"65%";"1,36";"2,38";"1,02";"OMEPRAZOLE NEPENTHES 20 mg, gelule gastro-resistante";"2009-08-27";"";"OMEPRAZOLE NEPENTHES 20 mg";"14";"1";24;"OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante";3;1;NA;7;7
"61624936";"3400930060568";"3006056";NA;"Présentation active";"Déclaration de commercialisation";2018-03-21;"plaquette(s) polyamide aluminium PVC-Aluminium de 84 comprimé(s)";"oui";"65%";"15,60";"18,36";"2,76";"PRAVASTATINE CRISTERS PHARMA 20 mg, comprime secable";"2016-09-30";"";"PRAVASTATINE CRISTERS PHARMA 20 mg";"380";"1";13;"PRAVASTATINE 20 mg, comprimé sécable";1;1;NA;84;84
"61626015";"3400939281742";"3928174";"LAMOTRIGINE TEVA 5MG CPR DISP 30";"Présentation active";"Déclaration de commercialisation";2009-09-02;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";"oui";"65%";"3,11";"4,13";"1,02";"LAMOTRIGINE TEVA 5 mg, comprime dispersible ou a croquer";"2009-04-10";"";"LAMOTRIGINE TEVA 5 mg";"393";"1";2;"LAMOTRIGINE 5 mg, comprimé dispersible ou à croquer";1;1;NA;30;30
"61630825";"3400921611731";"2161173";"NICORANDIL SANDOZ 10 MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";2015-02-05;"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"3,68";"4,70";"1,02";"NICORANDIL SANDOZ 10 mg, comprime secable";"2011-08-05";"";"NICORANDIL SANDOZ 10 mg";"478";"1";8;"NICORANDIL 10 mg, comprimé sécable";1;1;NA;30;30
"61631635";"3400930051764";"3005176";NA;"Présentation active";"Déclaration de commercialisation";2017-02-06;"plaquette(s) PVC PVDC aluminium de 120 comprimé(s)";"oui";"100%";"151,30";"152,32";"1,02";"CAPECITABINE CRISTERS 500 mg, comprime pellicule";"2012-12-18";"";"CAPECITABINE CRISTERS 500 mg";"1095";"1";5;"CAPECITABINE 500 mg, comprimé pelliculé";1;1;NA;120;120
"61631770";"3400933827694";"3382769";NA;"Présentation active";"Déclaration de commercialisation";1996-04-19;"plaquette(s) thermoformée(s) PVC-Aluminium de 100 comprimé(s)";"oui";"";"";"";"";"FLUDEX 1,5 mg, comprime pellicule a liberation prolongee";"1994-12-08";"";"FLUDEX 1,5 mg";"691";"0";1;"FLUDEX 1,5 mg, comprimé pelliculé à libération prolongée";2;1;NA;100;100
"61631770";"3400933827465";"3382746";"FLUDEX LP 1,5MG CPR 30";"Présentation active";"Déclaration de commercialisation";1996-04-19;"plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"4,37";"5,39";"1,02";"FLUDEX 1,5 mg, comprime pellicule a liberation prolongee";"1994-12-08";"";"FLUDEX 1,5 mg";"691";"0";1;"FLUDEX 1,5 mg, comprimé pelliculé à libération prolongée";2;1;NA;30;30
"61633579";"3400922371955";"2237195";"ATORVASTATINE PFIZER 40 MG CPR 28";"Présentation active";"Déclaration de commercialisation";2016-05-18;"plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";"oui";"65%";"5,34";"6,36";"1,02";"ATORVASTATINE PFIZER 40 mg, comprime pellicule";"2012-08-01";"";"ATORVASTATINE PFIZER 40 mg";"915";"1";19;"ATORVASTATINE 40 mg, comprimé pelliculé";2;1;NA;28;28
"61633579";"3400930042731";"3004273";"ATORVASTATINE PFIZER 40 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2016-07-06;"plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s)";"oui";"65%";"16,76";"19,52";"2,76";"ATORVASTATINE PFIZER 40 mg, comprime pellicule";"2012-08-01";"";"ATORVASTATINE PFIZER 40 mg";"915";"1";19;"ATORVASTATINE 40 mg, comprimé pelliculé";2;1;NA;90;90
"61633586";"3400935252173";"3525217";"AMOXICILLINE ZYDUS 500MG/5ML PDR FL 1/36 G";"Présentation active";"Déclaration de commercialisation";2004-06-22;"1 flacon(s) en verre brun de 36 g avec cuillère-mesure polystyrène";"oui";"65%";"1,87";"2,89";"1,02";"AMOXICILLINE ZYDUS 500 mg/5 ml, poudre pour suspension buvable";"2000-02-24";"";"AMOXICILLINE ZYDUS 500 mg/5 ml";"147";"1";14;"AMOXICILLINE 500 mg/5 ml, poudre pour suspension buvable";1;1;"36G";1;1
"61634827";"3400935949165";"3594916";"AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 100/12,5MG/ML ENF PDRE SUSP BUV 1/10,5 G";"Présentation active";"Déclaration de commercialisation";2005-12-16;"1 flacon(s) en verre de 10,5 g avec seringue pour administration orale polyéthylène polystyrène";"oui";"65%";"4,76";"5,78";"1,02";"AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par ml ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)";"2002-05-21";"";"AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par ml ENFANTS";"157";"1";6;"AMOXICILLINE ACIDE CLAVULANIQUE 100 mg/12,5 mg par ml ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)";1;1;"10,5G";1;1
"61634962";"3400930085233";"3008523";NA;"Présentation active";"Déclaration de commercialisation";2018-02-22;"plaquette(s) aluminium PVC de 56 gélule(s)";"oui";"65%";"23,70";"24,72";"1,02";"PREGABALINE ZENTIVA K.S. 300 mg, gelule";"2017-02-27";"EU/1/16/1166";"PREGABALINE ZENTIVA K.S. 300 mg";"1255";"1";18;"PREGABALINE K.S. 300 mg, gélule";1;1;NA;56;56
"61635181";"3400949499717";"4949971";"BUDESONIDE PHR LAB 0,5 MG/2 ML SUSP INHAL UNIDOSE 20";"Présentation active";"Déclaration de commercialisation";2016-04-15;"20 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 2 ml";"oui";"65%";"18,91";"19,93";"1,02";"BUDESONIDE CRISTERS 0,5 mg/2 ml, suspension pour inhalation par nebuliseur en recipient unidose";"2010-10-11";"";"BUDESONIDE CRISTERS 0,5 mg/2 ml";"300";"1";4;"BUDESONIDE 0,5 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose";1;20;"2ml";1;20
"61636187";"3400936892033";"3689203";"NIFEDIPINE MYLAN LP 30MG CPR 30";"Présentation active";"Déclaration de commercialisation";2006-03-10;"plaquette(s) aluminium PVC PVDC de 30 comprimé(s)";"oui";"65%";"5,66";"6,68";"1,02";"NIFEDIPINE MYLAN L.P.30 mg, comprime pellicule a liberation prolongee";"2005-07-07";"";"NIFEDIPINE MYLAN L.P.30 mg";"403";"1";4;"NIFEDIPINE L.P.30 mg, comprimé pelliculé à libération prolongée";2;1;NA;30;30
"61636187";"3400937382908";"3738290";"NIFEDIPINE MYLAN LP 30 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2010-02-26;"plaquette(s) aluminium PVC PVDC de 90 comprimé(s)";"oui";"65%";"16,76";"19,52";"2,76";"NIFEDIPINE MYLAN L.P.30 mg, comprime pellicule a liberation prolongee";"2005-07-07";"";"NIFEDIPINE MYLAN L.P.30 mg";"403";"1";4;"NIFEDIPINE L.P.30 mg, comprimé pelliculé à libération prolongée";2;1;NA;90;90
"61638010";"3400934429804";"3442980";"MALARONE 250MG/100MG CPR 12";"Présentation active";"Déclaration de commercialisation";1999-07-05;"plaquette(s) PVC-Aluminium papier de 12 comprimé(s) avec sécurité enfant";"oui";"65%";"25,47";"26,49";"1,02";"MALARONE 250 mg/100 mg, comprime pellicule";"1997-08-28";"";"MALARONE 250 mg/100 mg";"995";"0";1;"MALARONE 250 mg/100 mg, comprimé pelliculé";1;1;NA;12;12
"61639048";"3400930071106";"3007110";NA;"Présentation active";"Déclaration de commercialisation";2017-03-13;"plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s)";"oui";"65%";"4,47";"5,49";"1,02";"CARVEDILOL ARROW 12,5 mg, comprime pellicule secable";"2016-10-04";"";"CARVEDILOL ARROW 12,5 mg";"317";"1";2;"CARVEDILOL 12,5 mg, comprimé pelliculé sécable";1;1;NA;28;28
"61642119";"3400949945528";"4994552";"CANDESARTAN RANGAXY 16 MG CPR SEC 90";"Présentation active";"Déclaration de commercialisation";2012-09-12;"plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)";"oui";"65%";"13,19";"15,95";"2,76";"CANDESARTAN RANBAXY 16 mg, comprime secable";"2010-12-29";"";"CANDESARTAN RANBAXY 16 mg";"865";"1";12;"CANDESARTAN 16 mg, comprimé sécable";2;1;NA;90;90
"61642119";"3400949945009";"4994500";"CANDESARTAN RANGAXY 16 MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";2012-08-22;"plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)";"oui";"65%";"4,57";"5,59";"1,02";"CANDESARTAN RANBAXY 16 mg, comprime secable";"2010-12-29";"";"CANDESARTAN RANBAXY 16 mg";"865";"1";12;"CANDESARTAN 16 mg, comprimé sécable";2;1;NA;30;30
"61644248";"3400949821297";"4982129";"VALSARTAN/HYDROCHLOROTHIAZIDE EG 160 MG/25 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2011-11-15;"plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 comprimé(s)";"oui";"65%";"13,19";"15,95";"2,76";"VALSARTAN/HYDROCHLOROTHIAZIDE EG 160 mg/25 mg, comprime pellicule";"2010-12-10";"";"VALSARTAN/HYDROCHLOROTHIAZIDE EG 160 mg/25 mg";"851";"1";9;"VALSARTAN/HYDROCHLOROTHIAZIDE 160 mg/25 mg, comprimé pelliculé";2;1;NA;90;90
"61644248";"3400949820986";"4982098";"VALSARTAN/HYDROCHLOROTHIAZIDE EG 160 MG/25 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2011-11-15;"plaquette(s) thermoformée(s) aluminium PVC PVDC de 30 comprimé(s)";"oui";"65%";"4,57";"5,59";"1,02";"VALSARTAN/HYDROCHLOROTHIAZIDE EG 160 mg/25 mg, comprime pellicule";"2010-12-10";"";"VALSARTAN/HYDROCHLOROTHIAZIDE EG 160 mg/25 mg";"851";"1";9;"VALSARTAN/HYDROCHLOROTHIAZIDE 160 mg/25 mg, comprimé pelliculé";2;1;NA;30;30
"61644643";"3400935248442";"3524844";"TRAMADOL BIOGARAN 50MG GELULE 30";"Présentation active";"Déclaration de commercialisation";2000-03-27;"plaquette(s) PVC PVDC aluminium de 30 gélule(s)";"oui";"65%";"3,55";"4,57";"1,02";"TRAMADOL BIOGARAN 50 mg, gelule";"1999-10-11";"";"TRAMADOL BIOGARAN 50 mg";"242";"1";8;"TRAMADOL 50 mg, gélule";1;1;NA;30;30
"61646847";"3400921810172";"2181017";NA;"Présentation active";"Déclaration de commercialisation";2012-11-27;"10 ampoule(s) en verre brun de 2,5 ml";"oui";"";"";"";"";"DROLEPTAN 1,25 mg/2,5 ml, solution injectable";"2012-01-16";"";"DROLEPTAN 1,25 mg/2,5 ml";"1231";"0";1;"DROLEPTAN 1,25 mg/2,5 ml, solution injectable";1;10;"2,5ml";1;10
"61647575";"3400926850258";"2685025";"RIVASTIGMINE ARROW 4,5 MG GELULE 28";"Présentation active";"Déclaration de commercialisation";2016-03-15;"plaquette(s) PVC polyéthylène PVDC aluminium de 28 gélule(s)";"oui";"15%";"10,03";"11,05";"1,02";"RIVASTIGMINE ARROW 4,5 mg, gelule";"2013-09-03";"";"RIVASTIGMINE ARROW 4,5 mg";"824";"1";5;"RIVASTIGMINE 4,5 mg, gélule";1;1;NA;28;28
"61649829";"3400936883628";"3688362";"CLOMIPRAMINE SANDOZ 25MG CPR 50";"Présentation active";"Déclaration de commercialisation";2006-04-28;"plaquette(s) PVC-Aluminium PVDC de 50 comprimé(s)";"oui";"65%";"3,34";"4,36";"1,02";"CLOMIPRAMINE SANDOZ 25 mg, comprime pellicule";"1999-07-28";"";"CLOMIPRAMINE SANDOZ 25 mg";"278";"1";3;"CLOMIPRAMINE 25 mg, comprimé pelliculé";1;1;NA;50;50
"61650361";"3400949874408";"4987440";"REPAGLINIDE CRISTERS 1 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2012-06-25;"plaquette(s) aluminium de 90 comprimé(s)";"oui";"65%";"7,61";"8,63";"1,02";"REPAGLINIDE CRISTERS 1 mg, comprime";"2010-12-28";"";"REPAGLINIDE CRISTERS 1 mg";"883";"1";7;"REPAGLINIDE 1 mg, comprimé";1;1;NA;90;90
"61650728";"3400949297672";"4929767";"PRAVASTATINE ACCORD 10 MG CPR 28";"Présentation active";"Déclaration de commercialisation";2011-05-05;"plaquette(s) thermoformée(s) aluminium de 28 comprimé(s)";"oui";"65%";"4,72";"5,74";"1,02";"PRAVASTATINE ACCORD 10 mg, comprime";"2010-09-02";"";"PRAVASTATINE ACCORD 10 mg";"379";"1";3;"PRAVASTATINE 10 mg, comprimé";2;1;NA;28;28
"61650728";"3400949297672";"4929767";"PRAVASTATINE ACCORD 10 MG CPR 28";"Présentation active";"Déclaration de commercialisation";2011-05-05;"plaquette(s) thermoformée(s) aluminium de 28 comprimé(s)";"oui";"65%";"4,72";"5,74";"1,02";"PRAVASTATINE ACCORD 10 mg, comprime";"2010-09-02";"";"PRAVASTATINE ACCORD 10 mg";"380";"2";4;"PRAVASTATINE 10 mg, comprimé";2;1;NA;28;28
"61651374";"3400930069455";"3006945";NA;"Présentation active";"Déclaration de commercialisation";2017-04-27;"plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)";"oui";"65%";"3,81";"4,83";"1,02";"GLICLAZIDE EVOLUGEN 60 mg, comprime secable a liberation modifiee";"2016-08-12";"";"GLICLAZIDE EVOLUGEN 60 mg";"1022";"1";8;"GLICLAZIDE 60 mg, comprimé sécable à libération modifiée";1;1;NA;30;30
"61651634";"3400931886075";"3188607";"IMODIUM 2MG GELULE 20";"Présentation active";"Déclaration de commercialisation";1976-09-19;"plaquette(s) PVC-Aluminium de 20 gélule(s)";"oui";"30%";"2,37";"3,39";"1,02";"IMODIUM 2 mg, gelule";"1990-12-18";"";"IMODIUM 2 mg";"29";"0";1;"IMODIUM 2 mg, gélule";1;1;NA;20;20
"61653585";"3400938231915";"3823191";"TRIMEBUTINE TEVA SANTE 200MG CPR 30";"Présentation active";"Déclaration de commercialisation";2008-02-14;"plaquette(s) PVC-Aluminium de 30 comprimé(s)";"oui";"15%";"5,17";"6,19";"1,02";"TRIMEBUTINE TEVA SANTE 200 mg, comprime pellicule";"2007-11-07";"";"TRIMEBUTINE TEVA SANTE 200 mg";"460";"1";14;"TRIMEBUTINE 200 mg, comprimé pelliculé";1;1;NA;30;30
"61662029";"3400939615103";"3961510";"SPIRONOLACTONE EG 25MG CPR 30";"Présentation active";"Déclaration de commercialisation";2009-12-08;"plaquette(s) PVC PVDC aluminium de 30 comprimé(s)";"oui";"65%";"3,62";"4,64";"1,02";"SPIRONOLACTONE EG 25 mg, comprime pellicule secable";"2009-08-03";"";"SPIRONOLACTONE EG 25 mg";"837";"1";5;"SPIRONOLACTONE 25 mg, comprimé pelliculé sécable";2;1;NA;30;30
"61662029";"3400939615271";"3961527";"SPIRONOLACTONE EG 25MG CPR 90";"Présentation active";"Déclaration de commercialisation";2009-12-18;"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";"oui";"65%";"9,87";"12,63";"2,76";"SPIRONOLACTONE EG 25 mg, comprime pellicule secable";"2009-08-03";"";"SPIRONOLACTONE EG 25 mg";"837";"1";5;"SPIRONOLACTONE 25 mg, comprimé pelliculé sécable";2;1;NA;90;90
"61662050";"3400927821714";"2782171";"ESOMEPRAZOLE EG LABO 20 MG CPR GASTRORESISTANT 28";"Présentation active";"Déclaration de commercialisation";2014-08-19;"plaquette(s) aluminium de 28 comprimé(s)";"oui";"65%";"6,37";"7,39";"1,02";"ESOMEPRAZOLE EG LABO 20 mg, comprime gastro-resistant";"2014-03-10";"";"ESOMEPRAZOLE EG LABO 20 mg";"968";"1";16;"ESOMEPRAZOLE 20 mg, comprimé gastro-résistant";3;1;NA;28;28
"61662050";"3400927821592";"2782159";"ESOMEPRAZOLE EG LABO 20 MG CPR GASTRORESISTANT 7";"Présentation active";"Déclaration de commercialisation";2014-08-19;"plaquette(s) aluminium de 7 comprimé(s)";"oui";"65%";"1,69";"2,71";"1,02";"ESOMEPRAZOLE EG LABO 20 mg, comprime gastro-resistant";"2014-03-10";"";"ESOMEPRAZOLE EG LABO 20 mg";"968";"1";16;"ESOMEPRAZOLE 20 mg, comprimé gastro-résistant";3;1;NA;7;7
"61662050";"3400927821653";"2782165";"ESOMEPRAZOLE EG LABO 20 MG CPR GASTRORESISTANT 14";"Présentation active";"Déclaration de commercialisation";2014-08-19;"plaquette(s) aluminium de 14 comprimé(s)";"oui";"65%";"3,22";"4,24";"1,02";"ESOMEPRAZOLE EG LABO 20 mg, comprime gastro-resistant";"2014-03-10";"";"ESOMEPRAZOLE EG LABO 20 mg";"968";"1";16;"ESOMEPRAZOLE 20 mg, comprimé gastro-résistant";3;1;NA;14;14
